valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo
0.68,2022,0.028,MUPP,0.67,146444,0.872,TRUE,c0wj0r,0.343,10,0.213,-3.9,0,Murder In My Mind,94,0.121,128.31
0.45,2019,0.045,INTERWORLD,0.643,188626,0.843,TRUE,47fpsf,0.866,2,0.205,-2.06,0,Life In Rio,81,0.118,140.93
0.36,2022,0.043,NEON BLADE,0.78,196236,0.769,FALSE,19c972,0.834,2,0.178,-5.39,0,Murder In My Mind,77,0.133,150.84
0.52,2022,0.068,Ghostface Playa,0.688,124855,0.736,FALSE,1ao9q6,0.465,1,0.194,-3.52,0,Life In Rio,79,0.065,145.13
0.36,2016,0.027,DVRST,0.839,126490,0.838,FALSE,wbng1z,0.449,9,0.244,-3.32,0,Midnight,63,0.097,89.39
0.41,2017,0.012,DVRST,0.8,178361,0.93,FALSE,04ebq6,0.783,5,0.221,-2.66,0,CRIMINAL,66,0.089,133.52
0.75,2018,0.039,SXMPRA,0.803,137262,0.772,TRUE,xl6h9v,0.308,3,0.238,-3.6,0,RAVE,82,0.071,153.61
0.55,2017,0.043,LXST CXNTURY,0.713,156762,0.787,FALSE,jk8toa,0.573,1,0.183,-5.31,0,Close Eyes,75,0.097,178.16
0.68,2015,0.087,SXMPRA,0.775,146134,0.758,TRUE,fjlvag,0.627,6,0.15,-2.25,1,RAVE,89,0.084,107.15
0.72,2019,0.027,DVRST,0.667,190443,0.83,FALSE,1tkg9x,0.569,1,0.249,-3.29,0,NEON BLADE,75,0.105,129.98
0.8,2016,0.075,G3OX_EM,0.692,125446,0.824,TRUE,km5oz2,0.422,3,0.082,-4.84,1,Midnight,66,0.066,169.49
0.45,2023,0.028,LXST CXNTURY,0.773,136803,0.755,FALSE,jx05h7,0.448,8,0.144,-2.16,1,CRIMINAL,62,0.088,91.22
0.44,2023,0.098,PL4YGR0UND,0.759,178586,0.868,TRUE,o3vjb2,0.348,10,0.2,-3.09,0,Life In Rio,75,0.109,132.93
0.49,2023,0.047,PL4YGR0UND,0.766,148566,0.705,FALSE,jep5ww,0.754,7,0.148,-2.37,1,Murder In My Mind,65,0.122,96.76
0.5,2018,0.081,INTERWORLD,0.84,129010,0.816,TRUE,je69kc,0.81,10,0.093,-4.37,0,RAVE,74,0.059,136.27
0.32,2022,0.021,LXST CXNTURY,0.641,120216,0.79,TRUE,mmjxao,0.593,3,0.066,-4.14,1,Midnight,97,0.085,128.13
0.42,2022,0.038,SXMPRA,0.779,194940,0.735,FALSE,xqwsqe,0.567,0,0.242,-4.67,1,Close Eyes,98,0.053,87.07
0.37,2015,0.081,Ghostface Playa,0.708,135375,0.879,FALSE,ov6zwf,0.808,11,0.152,-3.2,1,CRIMINAL,64,0.149,160.65
0.46,2021,0.041,SXMPRA,0.674,201451,0.76,FALSE,75gn9n,0.573,8,0.215,-5.11,0,Close Eyes,99,0.065,179.09
0.32,2015,0.071,G3OX_EM,0.626,131381,0.906,FALSE,i0jb5v,0.612,3,0.186,-2.7,0,RAVE,98,0.07,151.12
0.22,2024,0.023,SXMPRA,0.749,147310,0.764,FALSE,zha1ei,0.684,2,0.11,-2.42,1,LILAC,66,0.111,169.22
0.28,2016,0.07,SXMPRA,0.819,155504,0.755,FALSE,pz9rcu,0.678,8,0.157,-5.6,1,Murder In My Mind,86,0.129,106.68
0.52,2021,0.07,LXST CXNTURY,0.785,130853,0.88,TRUE,qr457i,0.466,2,0.11,-3.93,0,Phonk Killer,76,0.145,178.54
0.61,2016,0.037,Ghostface Playa,0.648,177158,0.85,FALSE,rd34dr,0.357,10,0.186,-5.1,0,Midnight,93,0.086,120.98
0.36,2018,0.054,NEON BLADE,0.801,149894,0.873,TRUE,df8wy8,0.843,7,0.079,-5.99,0,METAMORPHOSIS,65,0.092,118.37
0.35,2016,0.068,PL4YGR0UND,0.729,196008,0.735,FALSE,9is7ye,0.415,11,0.231,-5.13,0,RAVE,60,0.109,97.99
0.64,2024,0.038,INTERWORLD,0.701,206020,0.904,FALSE,vyrr7a,0.601,3,0.212,-2.2,0,Murder In My Mind,71,0.07,128.19
0.55,2017,0.025,LXST CXNTURY,0.798,157440,0.934,TRUE,7yb0mg,0.746,9,0.109,-2.94,1,Murder In My Mind,85,0.061,81.49
0.79,2022,0.021,DVRST,0.654,134931,0.83,TRUE,2gsi0x,0.776,9,0.116,-3.29,1,Murder In My Mind,99,0.093,150.19
0.64,2020,0.079,NEON BLADE,0.831,206511,0.872,FALSE,75bc7j,0.758,7,0.097,-2.55,1,Midnight,68,0.077,81.8
0.4,2016,0.059,Ghostface Playa,0.842,139327,0.913,TRUE,vegmck,0.827,5,0.143,-4.15,0,Phonk Killer,69,0.083,168.61
0.62,2019,0.072,Kordhell,0.713,151177,0.819,FALSE,myyh6v,0.866,3,0.213,-2.5,1,NEON BLADE,86,0.119,125.56
0.78,2020,0.094,INTERWORLD,0.622,142342,0.828,FALSE,5wskar,0.545,0,0.076,-5.42,0,LILAC,84,0.112,107.61
0.41,2020,0.032,DVRST,0.711,136129,0.819,FALSE,r3gvxg,0.567,11,0.173,-4.77,1,CRIMINAL,97,0.059,127.01
0.77,2022,0.039,DVRST,0.721,152500,0.884,FALSE,3r3prz,0.783,1,0.158,-5.93,1,Murder In My Mind,85,0.073,147.27
0.38,2017,0.093,MUPP,0.623,167072,0.911,FALSE,s4jb9d,0.523,7,0.219,-3.35,0,Murder In My Mind,98,0.121,102.77
0.7,2016,0.097,MUPP,0.728,129114,0.729,FALSE,e570k5,0.731,6,0.132,-3.46,1,NEON BLADE,95,0.125,148.33
0.67,2019,0.067,Kordhell,0.767,194739,0.838,TRUE,xappu3,0.827,10,0.116,-4.91,0,RAVE,98,0.14,149.93
0.71,2022,0.041,PL4YGR0UND,0.713,175144,0.841,FALSE,ije39x,0.83,2,0.239,-2.73,1,Murder In My Mind,92,0.131,82.9
0.38,2020,0.044,MUPP,0.761,122500,0.872,TRUE,xvsgnw,0.89,9,0.198,-2.82,1,CRIMINAL,81,0.143,125.65
0.35,2017,0.059,G3OX_EM,0.836,160046,0.778,TRUE,7u5q83,0.618,11,0.164,-3.2,1,Life In Rio,69,0.127,138.83
0.43,2022,0.048,NEON BLADE,0.796,188276,0.837,TRUE,dica8i,0.742,4,0.179,-5.31,0,RAVE,80,0.124,107.97
0.27,2023,0.097,MUPP,0.812,174963,0.95,FALSE,hd23ln,0.606,4,0.208,-4.1,1,Close Eyes,77,0.068,100.75
0.54,2015,0.03,G3OX_EM,0.643,204568,0.861,TRUE,ga07xa,0.448,5,0.17,-2.06,0,METAMORPHOSIS,89,0.124,90.89
0.42,2021,0.037,MUPP,0.663,180643,0.939,FALSE,fnwf2n,0.315,8,0.102,-3.07,0,Life In Rio,84,0.095,151.21
0.27,2015,0.042,DVRST,0.811,158881,0.943,FALSE,t4ea0o,0.871,2,0.081,-5.79,1,Midnight,67,0.104,95.1
0.41,2020,0.056,NEON BLADE,0.775,150140,0.725,FALSE,ntq75i,0.349,3,0.078,-5.1,0,Murder In My Mind,86,0.07,147.12
0.68,2022,0.045,PL4YGR0UND,0.811,175160,0.761,TRUE,vzypnp,0.375,11,0.067,-3.61,0,Life In Rio,75,0.087,137.83
0.34,2020,0.022,Kordhell,0.744,181319,0.792,TRUE,hpb5cj,0.771,6,0.138,-3.78,1,LILAC,83,0.06,86.58
0.52,2024,0.084,INTERWORLD,0.765,146354,0.785,TRUE,y3j036,0.868,7,0.139,-2.13,1,CRIMINAL,64,0.06,140.19
0.57,2020,0.042,Kordhell,0.757,148084,0.745,FALSE,yxjcno,0.635,5,0.121,-4.02,0,Phonk Killer,80,0.112,179.04
0.69,2018,0.06,SXMPRA,0.813,162536,0.922,FALSE,i0qybr,0.302,5,0.243,-2.45,1,Murder In My Mind,97,0.084,174.52
0.46,2023,0.031,LXST CXNTURY,0.815,137407,0.95,FALSE,lj6ahk,0.311,4,0.159,-3.15,1,Murder In My Mind,60,0.135,94.37
0.48,2021,0.013,LXST CXNTURY,0.738,132212,0.938,FALSE,jzzjpg,0.429,10,0.234,-3.64,1,Close Eyes,75,0.066,155.74
0.22,2022,0.011,Kordhell,0.795,125228,0.866,FALSE,5gmot5,0.63,0,0.193,-5.18,1,CRIMINAL,80,0.111,87.57
0.69,2021,0.099,INTERWORLD,0.76,168336,0.908,FALSE,1j2qlq,0.585,4,0.064,-2.61,1,RAVE,87,0.127,148.42
0.51,2023,0.013,NEON BLADE,0.82,171899,0.81,FALSE,mbe251,0.361,0,0.201,-2.1,0,Phonk Killer,67,0.11,153.26
0.29,2021,0.036,G3OX_EM,0.697,163893,0.779,FALSE,jxtjyj,0.57,1,0.053,-4.58,0,Life In Rio,95,0.115,111.91
0.57,2015,0.09,LXST CXNTURY,0.798,200581,0.752,FALSE,jyvaby,0.871,9,0.097,-4.34,0,CRIMINAL,72,0.073,144.65
0.68,2015,0.012,LXST CXNTURY,0.678,155980,0.801,FALSE,e30tue,0.418,4,0.187,-3.33,0,Close Eyes,89,0.051,177.9
0.66,2018,0.099,DVRST,0.696,199672,0.766,FALSE,jpe5zc,0.465,0,0.11,-5.47,0,Midnight,75,0.101,113.87
0.69,2022,0.046,DVRST,0.813,127578,0.706,FALSE,o50ha8,0.891,0,0.159,-3.28,0,LILAC,94,0.058,166.34
0.47,2022,0.026,G3OX_EM,0.747,167422,0.949,FALSE,9kb1in,0.516,2,0.244,-4.23,1,Midnight,94,0.076,156.96
0.22,2019,0.049,INTERWORLD,0.632,176051,0.781,TRUE,yyu79u,0.704,5,0.192,-2.05,1,Phonk Killer,88,0.092,143.56
0.43,2023,0.061,MUPP,0.664,169363,0.739,FALSE,ut3j4o,0.865,1,0.179,-3.17,1,CRIMINAL,63,0.099,153.8
0.4,2018,0.089,SXMPRA,0.766,202197,0.827,FALSE,uu7uka,0.798,6,0.105,-5.71,1,Phonk Killer,84,0.138,88.53
0.66,2020,0.021,INTERWORLD,0.846,147354,0.851,TRUE,9w44ft,0.412,8,0.229,-5.5,1,Murder In My Mind,75,0.089,124.29
0.64,2024,0.063,LXST CXNTURY,0.687,203491,0.754,TRUE,odj0vw,0.803,10,0.161,-2.04,1,LILAC,99,0.089,165.49
0.28,2019,0.057,DVRST,0.741,143100,0.772,FALSE,96ig07,0.38,6,0.071,-5.75,0,Murder In My Mind,98,0.139,164.14
0.5,2024,0.067,LXST CXNTURY,0.73,128965,0.744,FALSE,0opix4,0.701,1,0.129,-6,0,LILAC,82,0.08,122.17
0.22,2021,0.053,INTERWORLD,0.675,149552,0.71,FALSE,83uy05,0.377,10,0.209,-5.26,0,NEON BLADE,61,0.056,100.43
0.51,2020,0.027,Kordhell,0.666,186369,0.877,FALSE,t3vc4g,0.856,3,0.127,-2.35,0,METAMORPHOSIS,62,0.139,163.52
0.62,2019,0.042,PL4YGR0UND,0.724,162390,0.702,FALSE,v3j6hq,0.527,7,0.109,-3.75,0,Life In Rio,68,0.142,106.04
0.53,2024,0.06,PL4YGR0UND,0.835,156211,0.751,FALSE,ke5z7z,0.309,4,0.089,-5.19,0,Close Eyes,67,0.051,90.24
0.3,2015,0.037,DVRST,0.801,196876,0.877,FALSE,4la47i,0.38,3,0.132,-3.24,0,Close Eyes,77,0.144,143.26
0.21,2017,0.051,LXST CXNTURY,0.609,137030,0.804,TRUE,7rql0d,0.891,2,0.23,-2.71,1,NEON BLADE,66,0.091,136.96
0.36,2023,0.03,LXST CXNTURY,0.746,167418,0.843,TRUE,qs2mw2,0.854,3,0.166,-3.93,0,Phonk Killer,96,0.147,93.17
0.68,2020,0.024,MUPP,0.744,163381,0.8,FALSE,vssyq2,0.774,2,0.197,-4.32,0,Close Eyes,84,0.108,138.49
0.32,2017,0.034,NEON BLADE,0.627,131655,0.906,TRUE,afrivy,0.357,5,0.12,-3.28,1,RAVE,88,0.059,138.69
0.42,2016,0.04,NEON BLADE,0.824,138995,0.758,FALSE,09gxwc,0.426,11,0.065,-5.63,1,METAMORPHOSIS,66,0.149,106.72
0.33,2020,0.039,Kordhell,0.755,170638,0.867,FALSE,9orbud,0.538,9,0.206,-3.04,1,Close Eyes,85,0.136,121.29
0.26,2018,0.019,NEON BLADE,0.79,193252,0.73,TRUE,a7b6hf,0.354,11,0.059,-2.6,1,Life In Rio,83,0.118,176.06
0.63,2021,0.073,Ghostface Playa,0.841,125677,0.778,TRUE,ot0ath,0.58,9,0.117,-5.54,1,Murder In My Mind,83,0.06,106.04
0.5,2023,0.063,NEON BLADE,0.631,163441,0.947,FALSE,jayo5f,0.546,2,0.072,-5.68,1,Close Eyes,97,0.135,116.6
0.61,2023,0.097,PL4YGR0UND,0.665,149251,0.854,FALSE,dwp1nc,0.697,9,0.241,-4.93,0,CRIMINAL,91,0.144,100.7
0.64,2022,0.044,PL4YGR0UND,0.638,184949,0.838,TRUE,ey3eb2,0.466,2,0.163,-3.65,1,Close Eyes,94,0.051,88.99
0.61,2017,0.072,SXMPRA,0.765,143718,0.852,TRUE,wkk306,0.422,8,0.231,-5.95,0,METAMORPHOSIS,89,0.126,127.92
0.73,2017,0.041,NEON BLADE,0.759,172138,0.782,FALSE,l0xdek,0.44,11,0.207,-3.66,0,Phonk Killer,97,0.08,116.27
0.2,2023,0.073,PL4YGR0UND,0.78,127111,0.729,FALSE,r5f6tq,0.782,10,0.077,-2.43,1,Phonk Killer,75,0.068,127.73
0.54,2018,0.042,LXST CXNTURY,0.616,132554,0.728,FALSE,6futy9,0.515,3,0.143,-4.34,1,RAVE,70,0.146,167.75
0.68,2022,0.048,Kordhell,0.749,177526,0.837,FALSE,uvhyzg,0.518,0,0.057,-5.47,0,NEON BLADE,89,0.074,170.41
0.52,2021,0.091,NEON BLADE,0.779,139283,0.874,FALSE,4hz89v,0.812,10,0.18,-5.75,0,LILAC,95,0.062,174.57
0.52,2023,0.012,LXST CXNTURY,0.69,131935,0.918,TRUE,uwtq7m,0.846,9,0.199,-3.86,1,Murder In My Mind,69,0.057,158.83
0.53,2021,0.061,MUPP,0.701,202810,0.865,TRUE,fo5gfp,0.487,9,0.174,-3.71,1,Phonk Killer,76,0.112,124.87
0.58,2015,0.047,SXMPRA,0.728,192424,0.942,FALSE,6b4fj2,0.484,10,0.133,-4.56,0,Phonk Killer,70,0.064,139.03
0.51,2015,0.018,Kordhell,0.732,179134,0.94,FALSE,bpa5oa,0.385,10,0.156,-5.9,1,RAVE,90,0.149,89.44
0.44,2018,0.089,LXST CXNTURY,0.67,128971,0.884,FALSE,zgx9ff,0.86,3,0.229,-3.85,1,Life In Rio,66,0.059,146.25
0.36,2019,0.039,PL4YGR0UND,0.841,145907,0.942,FALSE,i9lg27,0.492,4,0.152,-4.73,1,CRIMINAL,99,0.074,107.53
0.4,2022,0.035,INTERWORLD,0.796,131847,0.864,FALSE,0s76fh,0.379,10,0.06,-5.64,1,Midnight,66,0.127,88.26
0.44,2019,0.029,Ghostface Playa,0.788,124826,0.819,TRUE,pgw7gx,0.794,1,0.22,-4.06,0,Midnight,68,0.098,156.71
0.25,2021,0.072,MUPP,0.813,128511,0.941,TRUE,f88mrh,0.586,1,0.22,-2.89,0,Phonk Killer,62,0.094,85.37
0.22,2021,0.053,SXMPRA,0.662,147179,0.915,FALSE,j5y3jy,0.614,0,0.064,-2.3,0,Midnight,64,0.139,173.87
0.54,2020,0.085,SXMPRA,0.669,130264,0.898,TRUE,x93vj7,0.543,7,0.071,-2.35,0,CRIMINAL,75,0.084,155.81
0.76,2015,0.099,Ghostface Playa,0.633,152246,0.874,TRUE,m07ky1,0.366,10,0.169,-4.78,1,Close Eyes,71,0.112,138.14
0.5,2017,0.082,Ghostface Playa,0.835,171634,0.79,FALSE,3jjm31,0.896,11,0.229,-5.74,0,CRIMINAL,62,0.111,179.6
0.46,2016,0.037,NEON BLADE,0.849,205159,0.746,FALSE,lmr8y8,0.433,4,0.209,-3.98,1,METAMORPHOSIS,90,0.133,115.4
0.49,2022,0.073,NEON BLADE,0.671,189066,0.848,FALSE,5ai5fy,0.341,5,0.233,-4.21,1,Midnight,89,0.091,107.36
0.54,2024,0.092,SXMPRA,0.657,127345,0.768,FALSE,hotyq9,0.765,6,0.23,-5.55,1,LILAC,85,0.062,83.73
0.64,2022,0.067,G3OX_EM,0.621,136363,0.873,FALSE,zh2juw,0.411,2,0.058,-3.96,1,Midnight,77,0.115,118.47
0.38,2020,0.051,LXST CXNTURY,0.731,174253,0.872,TRUE,91m78s,0.325,3,0.081,-4.26,1,CRIMINAL,71,0.058,139.91
0.75,2021,0.012,LXST CXNTURY,0.777,136620,0.784,FALSE,losb7k,0.736,2,0.123,-4.35,1,METAMORPHOSIS,77,0.067,127.81
0.54,2017,0.09,LXST CXNTURY,0.815,134056,0.924,FALSE,cptl4o,0.71,4,0.081,-3.57,1,Life In Rio,85,0.06,152.77
0.49,2023,0.031,MUPP,0.615,183975,0.919,FALSE,84kdg0,0.694,11,0.14,-2.83,1,METAMORPHOSIS,87,0.126,174.57
0.27,2022,0.027,SXMPRA,0.616,175061,0.87,FALSE,22f7m0,0.357,0,0.152,-3.21,1,Murder In My Mind,65,0.073,155.48
0.72,2019,0.047,Ghostface Playa,0.614,131948,0.786,FALSE,x4gf01,0.795,2,0.168,-2.28,1,LILAC,72,0.069,103.18
0.69,2024,0.04,Kordhell,0.816,122671,0.725,FALSE,m70ydz,0.522,6,0.227,-3.33,1,LILAC,83,0.122,110.03
0.34,2016,0.083,SXMPRA,0.715,194136,0.833,TRUE,f4bsqo,0.363,7,0.076,-4.91,0,Phonk Killer,68,0.104,158.19
0.45,2020,0.018,Ghostface Playa,0.85,159159,0.897,FALSE,8jn84z,0.525,11,0.173,-4.97,1,NEON BLADE,91,0.109,108.75
0.62,2017,0.027,Kordhell,0.63,190571,0.874,TRUE,10xypk,0.426,6,0.109,-5.39,1,Phonk Killer,76,0.08,132.21
0.58,2020,0.027,Ghostface Playa,0.69,137662,0.868,FALSE,eav377,0.41,2,0.207,-2.81,0,METAMORPHOSIS,81,0.081,171.91
0.7,2015,0.035,MUPP,0.741,156719,0.938,FALSE,00jwma,0.586,7,0.14,-2.49,0,NEON BLADE,98,0.106,87.77
0.75,2019,0.087,INTERWORLD,0.773,161433,0.912,TRUE,yarvee,0.575,2,0.055,-3.52,0,CRIMINAL,73,0.071,173.69
0.61,2024,0.034,INTERWORLD,0.766,140053,0.743,FALSE,rp9vqg,0.68,3,0.062,-3.7,1,CRIMINAL,81,0.078,81.33
0.55,2016,0.059,LXST CXNTURY,0.681,186088,0.816,FALSE,kwsql5,0.399,4,0.071,-3.87,1,Midnight,97,0.062,146.85
0.77,2019,0.031,SXMPRA,0.769,150825,0.844,FALSE,3sbn1j,0.358,9,0.179,-3.28,1,METAMORPHOSIS,91,0.134,120.2
0.43,2021,0.041,NEON BLADE,0.821,141728,0.831,FALSE,p12vef,0.47,6,0.242,-2.27,1,LILAC,94,0.122,94.23
0.4,2021,0.06,NEON BLADE,0.736,176953,0.753,TRUE,w22o6m,0.477,0,0.141,-4.46,1,RAVE,99,0.095,135.19
0.54,2021,0.011,Kordhell,0.766,208504,0.825,FALSE,42lu64,0.875,6,0.146,-4.07,1,CRIMINAL,93,0.067,109.24
0.37,2018,0.035,Kordhell,0.756,204118,0.75,FALSE,wxlaku,0.839,3,0.114,-4.95,1,Close Eyes,87,0.089,99.28
0.39,2024,0.043,Ghostface Playa,0.842,126762,0.929,FALSE,xbd3zh,0.433,1,0.204,-5.19,0,RAVE,94,0.097,156.22
0.57,2020,0.084,Ghostface Playa,0.745,209629,0.873,FALSE,ndn15v,0.654,7,0.085,-3.32,0,LILAC,89,0.119,113.4
0.33,2018,0.025,Ghostface Playa,0.641,126182,0.921,FALSE,eneuga,0.535,0,0.08,-5.73,1,NEON BLADE,71,0.052,153.78
0.58,2019,0.044,DVRST,0.812,184926,0.759,TRUE,pbo1l0,0.696,10,0.064,-2.74,0,CRIMINAL,87,0.15,144.88
0.74,2016,0.012,NEON BLADE,0.824,138096,0.837,FALSE,px7a8g,0.73,4,0.11,-2.1,0,Murder In My Mind,61,0.073,110.97
0.46,2023,0.088,Ghostface Playa,0.685,148859,0.893,TRUE,xqjkyw,0.373,2,0.201,-4.03,1,Murder In My Mind,62,0.137,112.02
0.46,2022,0.052,G3OX_EM,0.615,182326,0.789,FALSE,eu1rzg,0.523,2,0.103,-4.08,0,Midnight,78,0.129,126.84
0.29,2015,0.051,MUPP,0.734,154046,0.828,FALSE,p6bwkk,0.361,4,0.053,-2.87,1,RAVE,97,0.125,142.43
0.38,2019,0.039,NEON BLADE,0.841,134912,0.796,TRUE,8n3pvd,0.881,0,0.151,-4.19,0,Life In Rio,82,0.12,80.46
0.68,2024,0.037,LXST CXNTURY,0.735,174263,0.752,FALSE,kc6xjz,0.638,5,0.058,-2.68,0,Murder In My Mind,72,0.125,143.49
0.4,2020,0.015,INTERWORLD,0.793,186978,0.879,FALSE,1y5y28,0.635,9,0.238,-3.08,0,NEON BLADE,72,0.138,143.76
0.74,2021,0.017,INTERWORLD,0.776,180987,0.752,TRUE,rtgoax,0.682,0,0.169,-5.12,1,RAVE,66,0.131,159.2
0.77,2016,0.091,PL4YGR0UND,0.728,162694,0.889,TRUE,crv9jr,0.733,3,0.165,-2.86,0,Close Eyes,75,0.053,142.65
0.48,2019,0.096,NEON BLADE,0.778,163935,0.827,FALSE,4wl3z8,0.753,4,0.23,-3.58,1,Midnight,66,0.069,111.9
0.79,2024,0.012,G3OX_EM,0.731,136825,0.803,FALSE,j1h9t1,0.609,8,0.111,-4.66,1,Close Eyes,77,0.15,159.59
0.52,2016,0.011,Kordhell,0.8,204862,0.795,FALSE,9r2t9t,0.302,0,0.203,-3.03,1,CRIMINAL,73,0.084,96.33
0.28,2020,0.017,PL4YGR0UND,0.702,177899,0.809,FALSE,5gs59q,0.694,10,0.099,-2.45,1,NEON BLADE,68,0.063,156.95
0.26,2021,0.053,SXMPRA,0.77,152612,0.915,FALSE,4lfstl,0.357,2,0.071,-2.91,1,METAMORPHOSIS,77,0.058,174.42
0.21,2017,0.078,SXMPRA,0.76,202994,0.859,TRUE,pndbp9,0.785,5,0.151,-3.71,1,CRIMINAL,99,0.119,93.37
0.65,2018,0.076,G3OX_EM,0.798,187841,0.79,FALSE,pek8ux,0.815,4,0.073,-2.09,0,CRIMINAL,95,0.128,167.27
0.29,2015,0.077,SXMPRA,0.832,204518,0.768,TRUE,z2w3t9,0.627,2,0.175,-2.78,1,Phonk Killer,62,0.131,157.52
0.57,2023,0.011,Kordhell,0.634,158251,0.917,FALSE,77v4g7,0.398,10,0.226,-4.38,0,Murder In My Mind,73,0.092,115.52
0.73,2017,0.033,PL4YGR0UND,0.608,121244,0.911,TRUE,v6mige,0.455,1,0.106,-3.27,1,Midnight,74,0.117,140.45
0.21,2022,0.098,G3OX_EM,0.628,160411,0.815,TRUE,hb0pra,0.489,2,0.076,-4.7,1,LILAC,70,0.135,131.64
0.23,2017,0.029,Kordhell,0.761,147543,0.736,FALSE,14a67x,0.356,2,0.077,-5.15,0,Midnight,92,0.133,159.51
0.56,2020,0.043,PL4YGR0UND,0.845,192728,0.711,TRUE,930n9p,0.802,8,0.1,-5.2,1,Life In Rio,81,0.097,178.94
0.62,2020,0.065,Ghostface Playa,0.803,199863,0.92,FALSE,0avadt,0.514,10,0.202,-4.48,1,LILAC,99,0.062,82.6
0.35,2021,0.07,G3OX_EM,0.816,208664,0.889,FALSE,5ogjt7,0.648,5,0.094,-5.32,0,NEON BLADE,61,0.149,176.88
0.39,2017,0.017,DVRST,0.847,182989,0.871,FALSE,kg57dj,0.76,8,0.197,-5.62,1,Phonk Killer,80,0.068,163.56
0.66,2019,0.059,Ghostface Playa,0.67,193845,0.729,TRUE,kz2ld1,0.482,1,0.062,-3.91,1,Midnight,65,0.09,154.84
0.75,2024,0.094,PL4YGR0UND,0.702,171122,0.883,FALSE,i8obnn,0.395,0,0.197,-4.8,1,RAVE,75,0.14,144.75
0.78,2017,0.022,SXMPRA,0.618,128269,0.92,FALSE,arylhz,0.849,8,0.165,-5.88,0,RAVE,73,0.098,163.54
0.65,2023,0.069,SXMPRA,0.764,138021,0.836,FALSE,eoi6gw,0.51,1,0.176,-5.78,0,Close Eyes,62,0.06,170.7
0.58,2023,0.048,Kordhell,0.823,142600,0.891,FALSE,rmk52d,0.654,1,0.195,-4.57,1,METAMORPHOSIS,69,0.084,165.9
0.66,2016,0.015,LXST CXNTURY,0.79,167572,0.764,TRUE,ul01o8,0.472,7,0.213,-2.07,1,Murder In My Mind,90,0.103,146.56
0.53,2015,0.02,PL4YGR0UND,0.644,183223,0.861,FALSE,6ej4qq,0.841,11,0.235,-4.13,1,RAVE,89,0.122,122.51
0.62,2017,0.051,LXST CXNTURY,0.759,168056,0.906,FALSE,923zj8,0.658,1,0.079,-5.33,0,Murder In My Mind,66,0.109,88.52
0.21,2021,0.097,LXST CXNTURY,0.788,208145,0.942,FALSE,8viub2,0.528,5,0.085,-3,1,METAMORPHOSIS,94,0.072,136.59
0.37,2016,0.032,LXST CXNTURY,0.687,204846,0.81,FALSE,kpkkh6,0.392,2,0.095,-3.1,1,Murder In My Mind,77,0.09,83.3
0.74,2016,0.019,G3OX_EM,0.618,121722,0.858,FALSE,rli1ne,0.409,11,0.204,-4.35,0,Midnight,62,0.085,111.52
0.68,2022,0.031,Kordhell,0.672,170175,0.868,FALSE,vrn5et,0.61,11,0.207,-2.74,0,LILAC,73,0.124,129.28
0.7,2020,0.022,G3OX_EM,0.834,163483,0.755,TRUE,4zr1u6,0.514,5,0.198,-4.86,0,Murder In My Mind,63,0.144,98.14
0.35,2019,0.052,MUPP,0.627,133651,0.792,FALSE,zvmur2,0.726,11,0.144,-5.2,0,Midnight,70,0.062,87.39
0.24,2021,0.05,MUPP,0.674,177785,0.883,FALSE,y90l1j,0.871,5,0.085,-2.94,1,CRIMINAL,80,0.115,90.06
0.69,2024,0.093,DVRST,0.611,185151,0.895,TRUE,orsztg,0.406,10,0.182,-2.78,1,NEON BLADE,87,0.069,103.94
0.63,2017,0.022,INTERWORLD,0.61,173620,0.948,FALSE,f0xrad,0.827,4,0.171,-4,1,Murder In My Mind,73,0.089,146.26
0.3,2015,0.058,PL4YGR0UND,0.675,147931,0.793,FALSE,q42vv1,0.38,5,0.202,-3.48,1,RAVE,65,0.09,143.75
0.71,2020,0.091,PL4YGR0UND,0.616,187805,0.762,FALSE,l8wsmn,0.587,1,0.133,-4.34,1,Phonk Killer,84,0.061,152.91
0.65,2023,0.078,NEON BLADE,0.78,176997,0.76,FALSE,djzrns,0.66,10,0.097,-4.13,1,RAVE,83,0.105,97.36
0.24,2019,0.084,PL4YGR0UND,0.767,149009,0.803,FALSE,k10ru7,0.795,8,0.079,-2.6,1,Phonk Killer,79,0.115,153.69
0.51,2017,0.034,Ghostface Playa,0.652,150646,0.772,TRUE,c5nsqw,0.411,0,0.063,-2.75,1,Close Eyes,66,0.076,143.68
0.24,2021,0.063,NEON BLADE,0.705,154807,0.908,FALSE,dsnwqp,0.538,5,0.229,-2.33,1,NEON BLADE,90,0.056,132.96
0.46,2015,0.064,SXMPRA,0.761,169874,0.822,FALSE,t8t5zb,0.439,10,0.192,-4,0,Life In Rio,74,0.067,94.06
0.33,2018,0.073,NEON BLADE,0.731,130636,0.733,FALSE,maauzj,0.811,2,0.196,-5.24,0,RAVE,70,0.091,176.63
0.72,2017,0.052,LXST CXNTURY,0.717,189686,0.844,TRUE,slq9su,0.891,10,0.175,-2.24,1,CRIMINAL,69,0.076,166.5
0.39,2018,0.078,NEON BLADE,0.656,169359,0.88,TRUE,ph2k3q,0.893,3,0.062,-4.77,0,CRIMINAL,94,0.135,163.34
